ID,Label,Secondary label
208,1,0
209,1,0
210,1,0
211,6,0
212,6,0
213,6,0
214,6,0
215,6,0
216,6,0
217,6,0
218,6,0
219,6,0
220,6,0
221,6,0
222,6,0
223,6,0
224,6,0
225,6,0
226,6,0
227,1,0
228,1,0
229,1,0
230,1,0
231,1,0
232,1,0
233,1,0
234,1,0
235,1,0
236,1,0
237,1,0
238,1,0
239,1,0
240,1,0
241,1,0
242,1,0
243,1,0
244,1,0
245,1,0
246,1,0
247,6,0
248,6,0
249,6,0
250,6,0
251,6,0
252,8,0
253,3,8
254,8,0
255,3,8
256,3,8
257,3,0
258,3,0
259,8,0
260,3,0
261,3,8
262,3,8
263,3,8
264,3,8
265,3,8
266,3,8
267,3,0
268,3,0
269,3,0
270,3,0
271,3,0
272,1,0
273,1,0
274,1,0
275,1,0
276,3,0
277,3,0
278,3,0
279,3,0
280,3,0
281,3,0
282,1,0
283,3,0
284,3,0
285,3,0
286,3,0
287,3,0
288,3,0
289,3,0
290,3,0
291,1,0
292,1,0
293,1,0
294,1,0
295,1,0
296,6,0
297,6,0
298,6,0
299,6,0
300,6,0
301,6,0
302,6,0
303,6,0
304,6,0
305,6,0
306,6,0
307,6,0
308,6,0
309,6,0
310,6,0
311,6,0
312,6,0
313,6,0
314,1,0
315,1,0
316,1,0
317,1,0
318,1,0
319,1,0
320,1,0
321,1,0
322,1,0
323,1,0
324,1,0
325,1,0
326,1,0
327,1,0
328,1,0
329,3,0
330,3,0
331,3,0
332,3,0
333,3,0
334,3,0
335,1,0
336,1,0
337,1,0
338,8,0
339,8,0
340,8,0
341,4,0
342,4,0
343,1,0
344,1,0
345,1,0
346,1,0
347,4,0
348,4,0
349,4,0
350,4,0
351,4,0
352,4,0
353,4,0
354,4,0
355,4,0
356,4,0
357,4,0
358,4,0
359,4,0
360,4,0
361,1,0
362,7,0
363,7,0
364,7,0
365,1,0
366,1,0
367,1,0
368,1,0
369,1,0
370,3,0
371,3,0
372,3,0
373,3,0
374,3,0
375,3,0
376,3,0
377,3,0
378,3,0
379,3,0
380,3,0
381,3,0
382,3,0
383,3,0
384,3,0
385,3,0
386,3,0
387,3,0
388,1,0
389,1,0
390,1,0
391,1,0
392,1,0
393,1,0
394,1,0
395,1,0
396,1,0
397,1,0
398,1,0
399,2,0
400,2,0
401,2,0
402,1,0
403,1,0
404,1,0
405,2,0
406,1,0
407,1,0
408,1,0
409,1,0
410,1,0
411,1,0
412,1,0
413,1,0
414,1,0
415,1,0
416,1,0
417,1,0
418,1,0
419,1,0
420,1,0
421,1,0
422,1,0
423,1,0
424,1,0
425,1,0
426,1,0
427,1,0
428,1,0
429,1,0
430,1,0
431,3,0
432,3,0
433,3,0
434,3,0
435,3,0
436,3,0
437,3,0
438,1,0
439,1,0
440,1,0
441,1,0
442,1,0
443,1,0
444,1,0
445,4,0
446,4,0
447,4,0
448,4,0
449,4,0
450,4,0
451,4,0
452,4,0
453,4,0
454,4,0
455,1,0
456,4,0
457,4,0
458,4,0
459,4,0
460,4,0
461,4,0
462,4,0
463,4,0
464,4,0
465,4,0
466,4,0
467,4,0
468,1,0
469,1,0
470,1,0
471,8,3
472,8,3
473,8,3
474,8,0
475,8,0
476,8,0
477,8,0
478,3,0
479,3,0
480,3,0
481,3,0
482,3,0
483,3,0
484,3,0
485,3,0
486,3,0
487,1,0
488,1,0
489,1,0
490,1,0
491,1,0
492,1,0
493,8,0
494,8,0
495,8,0
496,8,0
497,8,0
498,8,3
499,3,0
500,3,0
501,3,0
502,3,0
503,3,0
504,3,0
505,3,0
506,3,0
507,1,0
508,1,0
509,1,0
510,1,0
511,1,0
512,1,0
513,1,0
514,1,0
515,1,0
516,1,0
517,1,0
518,1,0
519,1,0
520,1,0
521,1,0
522,1,0
523,6,8
524,6,8
525,6,8
526,6,0
527,6,0
528,6,0
529,6,0
530,6,0
531,6,0
532,8,0
533,8,0
534,8,0
535,8,0
536,8,0
537,8,0
538,8,0
539,8,0
540,8,0
541,8,3
542,8,3
543,8,3
544,3,0
545,3,0
546,3,0
547,3,0
548,3,0
549,3,0
550,3,0
551,3,0
552,3,0
553,1,0
554,1,0
555,1,0
556,1,0
557,1,0
558,1,0
559,1,0
560,1,0
561,1,0
562,1,0
563,1,0
564,7,0
565,7,0
566,7,0
567,7,0
568,7,0
569,7,0
570,7,0
571,1,0
572,1,0
573,1,0
574,1,0
575,1,0
576,1,0
577,1,0
578,1,0
579,1,0
580,1,0
581,1,0
582,1,0
583,1,0
584,4,0
585,4,0
586,4,0
587,4,3
588,4,0
589,4,0
590,4,0
591,4,0
592,4,0
593,1,0
594,1,0
595,1,0
596,1,0
597,1,0
598,3,0
599,3,0
600,3,0
601,3,0
602,3,0
603,3,0
604,3,0
605,3,0
606,3,0
607,3,0
608,1,0
609,1,0
610,1,0
611,1,0
612,1,0
613,1,0
614,1,0
615,1,0
616,1,0
617,1,0
618,1,0
619,1,0
620,1,0
621,1,0
622,2,0
623,2,0
624,2,0
625,2,0
626,2,0
627,2,0
628,1,0
629,1,0
630,1,0
631,1,0
632,1,0
633,1,0
634,3,0
635,3,0
636,3,0
637,3,0
638,3,0
639,3,0
640,3,0
641,3,0
642,3,0
643,3,0
644,3,0
645,1,0
646,1,0
647,1,0
648,1,0
649,1,0
650,1,0
651,1,0
652,1,0
653,1,0
654,1,0
655,1,0
656,1,0
657,4,0
658,4,0
659,4,0
660,4,0
661,1,0
662,1,0
663,1,0
664,1,0
665,1,0
666,3,0
667,3,0
668,3,0
669,3,0
670,3,0
671,3,0
672,3,0
673,3,0
674,1,0
675,1,0
676,1,0
677,1,0
678,1,0
679,1,0
680,1,0
681,1,0
682,1,0
683,1,0
684,1,0
685,1,0
686,2,0
687,2,0
688,1,0
689,2,0
690,2,0
691,2,0
692,2,0
693,2,0
694,1,0
695,1,0
696,1,0
697,1,0
698,1,0
699,1,0
700,1,0
701,1,0
702,1,0
703,1,0
704,1,0
705,1,0
706,1,0
707,1,0
708,1,0
709,1,0
710,1,0
711,1,0
712,1,0
713,1,0
714,1,0
715,1,0
716,1,0
717,1,0
718,1,0
719,1,0
720,1,0
721,2,0
722,2,0
723,2,0
724,2,0
725,2,0
726,2,0
727,2,0
728,2,0
729,2,0
730,2,0
731,2,0
732,2,0
733,1,0
734,1,0
735,1,0
736,1,0
737,3,0
738,3,0
739,3,0
740,3,0
741,3,0
742,3,0
743,3,0
744,3,0
745,3,0
746,3,0
747,1,0
748,1,0
749,1,0
750,1,0
751,1,0
752,1,0
753,1,0
754,1,0
755,1,0
756,1,0
757,1,0
758,1,0
759,1,0
760,1,0
761,4,0
762,4,0
763,4,0
764,4,0
765,4,0
766,4,0
767,4,0
768,1,0
769,1,0
770,1,0
771,1,0
772,8,3
773,8,3
774,3,0
775,3,0
776,3,0
777,3,0
778,3,0
779,3,0
780,3,0
781,3,0
782,3,0
783,3,0
784,3,0
785,3,0
786,3,0
787,3,0
788,3,0
789,3,0
790,3,0
791,1,0
792,1,0
793,1,0
794,1,0
795,1,0
796,8,0
797,8,0
798,8,0
799,8,0
800,8,0
801,8,0
802,1,0
803,1,0
804,8,0
805,8,0
806,8,0
807,1,0
808,1,0
809,1,0
810,1,0
811,1,0
812,3,0
813,3,0
814,3,0
815,3,0
816,3,0
817,3,0
818,3,0
819,1,0
820,1,0
821,8,0
822,8,0
823,8,0
824,8,0
825,8,0
826,8,0
827,1,0
828,1,0
829,1,0
830,1,0
831,1,0
832,1,0
833,1,0
834,1,0
835,1,0
836,1,0
837,1,0
838,3,0
839,3,0
840,3,0
841,3,0
842,3,0
843,3,0
844,3,0
845,3,0
846,1,0
847,8,0
848,8,0
849,8,0
850,8,0
851,8,0
852,8,0
853,8,0
854,8,0
855,8,0
856,1,0
857,1,0
858,1,0
859,1,0
860,1,0
861,1,0
862,1,0
863,1,0
864,1,0
865,1,0
866,3,0
867,3,0
868,3,0
869,3,0
870,3,0
871,3,0
872,1,0
873,1,0
874,1,0
875,1,0
876,8,0
877,8,0
878,8,0
879,8,0
880,8,0
881,8,0
882,1,0
883,8,0
884,1,0
885,1,0
886,1,0
887,1,0
888,8,0
889,8,0
890,8,0
891,8,0
892,1,0
893,1,0
894,1,0
895,1,0
896,1,0
897,6,0
898,6,0
899,6,0
900,6,0
901,6,0
902,6,0
903,6,0
904,6,0
905,6,0
906,6,0
907,6,0
908,1,0
909,1,0
910,1,0
911,1,0
912,1,0
913,1,0
914,1,0
915,1,0
916,1,0
917,1,0
918,1,0
919,1,0
920,1,0
921,1,0
922,1,0
923,1,0
924,6,0
925,6,0
926,6,0
927,6,0
928,6,0
929,6,0
930,6,0
931,6,0
932,1,0
933,1,0
934,8,0
935,8,0
936,8,0
937,8,0
938,8,0
939,8,0
940,8,0
941,8,0
942,8,0
943,8,0
944,1,0
945,3,0
946,3,0
947,3,0
948,3,0
949,3,0
950,3,0
951,1,0
952,1,0
953,1,0
954,1,0
955,1,0
956,1,0
957,1,0
958,1,0
959,1,0
960,1,0
961,1,0
962,1,0
963,1,0
964,1,0
965,1,0
966,1,0
967,1,0
968,1,0
969,1,0
970,3,0
971,3,0
972,3,0
973,3,0
974,3,0
975,3,0
976,3,0
977,1,0
978,1,0
979,1,0
980,1,0
981,4,0
982,4,0
983,4,0
984,4,0
985,4,0
986,4,0
987,1,0
988,1,0
989,1,0
990,1,0
991,1,0
992,1,0
993,1,0
994,1,0
995,1,0
996,1,0
997,1,0
998,1,0
999,1,0
1000,1,0
1001,1,0
1002,1,0
1003,1,0
1004,1,0
1005,1,0
1006,3,0
1007,3,0
1008,3,0
1009,3,0
1010,3,0
1011,3,0
1012,3,0
1013,1,0
1014,1,0
1015,1,0
1016,1,0
1017,1,0
1018,4,0
1019,4,0
1020,7,4
1021,7,4
1022,7,4
1023,7,4
1024,7,4
1025,1,0
1026,1,0
1027,1,0
1028,1,0
1029,1,0
1030,1,0
1031,1,0
1032,1,0
1033,1,0
1034,1,0
1035,1,0
1036,7,3
1037,7,3
1038,7,3
1039,7,3
1040,1,0
1041,3,0
1042,3,0
1043,3,0
1044,3,0
1045,3,0
1046,1,0
1047,3,0
1048,3,0
1049,3,0
1050,3,0
1051,1,0
1052,1,0
1053,1,0
1054,1,0
1055,1,0
1056,1,0
1057,1,0
1058,1,0
1059,1,0
1060,1,0
1061,1,0
1062,1,0
1063,1,0
1064,1,0
1065,1,0
1066,1,0
1067,1,0
1068,1,0
1069,1,0
1070,1,0
1071,1,0
1072,2,0
1073,2,0
1074,2,0
1075,2,0
1076,2,0
1077,2,0
1078,2,0
1079,1,0
1080,1,0
1081,1,0
1082,1,0
1083,1,0
1084,1,0
1085,1,0
1086,1,0
1087,1,0
1088,1,0
1089,1,0
1090,1,0
1091,1,0
1092,1,0
1093,1,0
1094,1,0
1095,1,0
1096,1,0
1097,1,0
1098,1,0
1099,1,0
1100,1,0
1101,1,0
1102,1,0
1103,1,0
1104,1,0
1105,3,0
1106,3,0
1107,3,0
1108,3,0
1109,3,0
1110,3,0
1111,3,0
1112,3,0
1113,3,0
1114,1,0
1115,1,0
1116,1,0
1117,1,0
1118,1,0
1119,1,0
1120,1,0
1121,1,0
1122,1,0
1123,1,0
1124,1,0
1125,1,0
1126,1,0
1127,4,0
1128,4,0
1129,4,0
1130,4,0
1131,4,0
1132,1,0
1133,1,0
1134,1,0
1135,1,0
1136,1,0
1137,1,0
1138,1,0
1139,4,0
1140,4,0
1141,4,0
1142,4,0
1143,4,0
1144,1,0
1145,1,0
1146,1,0
1147,1,0
1148,1,0
1149,1,0
1150,1,0
1151,1,0
1152,1,0
1153,1,0
1154,1,0
1155,1,0
1156,1,0
1157,1,0
1158,1,0
1159,1,0
1160,1,0
1161,3,0
1162,3,0
1163,3,0
1164,3,0
1165,3,0
1166,3,0
1167,3,0
1168,1,0
1169,1,0
1170,1,0
1171,1,0
1172,3,0
1173,3,0
1174,3,0
1175,3,0
1176,1,0
1177,1,0
1178,1,0
1179,1,0
1180,1,0
1181,1,0
1182,1,0
1183,1,0
1184,1,0
1185,1,0
1186,1,0
1187,1,0
1188,1,0
1189,1,0
1190,1,0
1191,1,0
1192,1,0
1193,1,0
1194,1,0
1195,1,0
1196,1,0
1197,1,0
1198,1,0
1199,1,0
1200,1,0
1201,1,0
1202,1,0
1203,1,0
1204,2,0
1205,2,0
1206,2,0
1207,2,0
1208,2,0
1209,2,0
1210,2,0
1211,1,0
1212,1,0
1213,1,0
1214,1,0
1215,1,0
1216,1,0
1217,1,0
1218,1,0
1219,1,0
1220,1,0
1221,1,0
1222,1,0
1223,1,0
1224,1,0
1225,1,0
1226,1,0
1227,1,0
1228,1,0
1229,1,0
1230,1,0
1231,1,0
1232,1,0
1233,1,0
1234,1,0
1235,1,0
1236,3,0
1237,3,0
1238,3,0
1239,3,0
1240,3,0
1241,3,0
1242,3,0
1243,1,0
1244,3,0
1245,3,0
1246,3,0
1247,3,0
1248,1,0
1249,1,0
1250,1,0
1251,4,0
1252,4,0
1253,4,0
1254,4,0
1255,4,0
1256,4,0
1257,4,0
1258,4,0
1259,4,0
1260,4,0
1261,4,0
1262,4,0
1263,4,0
1264,4,0
1265,4,0
1266,4,0
1267,4,0
1268,4,0
1269,4,0
1270,1,0
1271,1,0
1272,1,0
1273,1,0
1274,8,3
1275,8,3
1276,8,3
1277,8,3
1278,8,3
1279,8,0
1280,8,0
1281,8,0
1282,8,3
1283,3,0
1284,3,8
1285,3,8
1286,3,8
1287,3,8
1288,3,8
1289,3,8
1290,3,0
1291,3,0
1292,3,0
1293,3,0
1294,3,0
1295,1,0
1296,1,0
1297,1,0
1298,8,0
1299,8,0
1300,8,0
1301,8,0
1302,8,0
1303,8,0
1304,8,0
1305,8,0
1306,8,0
1307,8,0
1308,1,0
1309,1,0
1310,1,0
1311,1,0
1312,3,0
1313,3,0
1314,3,0
1315,3,0
1316,3,0
1317,3,0
1318,3,0
1319,1,0
1320,1,0
1321,1,0
1322,1,0
1323,1,0
1324,6,0
1325,6,0
1326,6,0
1327,6,0
1328,6,0
1329,6,0
1330,6,0
1331,6,0
1332,6,0
1333,1,0
1334,1,0
1335,6,0
1336,6,0
1337,6,0
1338,6,0
1339,6,0
1340,6,0
1341,6,0
1342,6,0
1343,3,0
1344,3,0
1345,3,0
1346,1,0
1347,1,0
1348,1,0
1349,1,0
1350,1,0
1351,1,0
1352,3,0
1353,3,0
1354,3,0
1355,3,0
1356,3,0
1357,3,0
1358,3,0
1359,3,0
1360,3,0
1361,3,0
1362,3,0
1363,3,0
1364,3,0
1365,3,0
1366,3,0
1367,1,0
1368,1,0
1369,1,0
1370,1,0
1371,1,0
1372,1,0
1373,1,0
1374,1,0
1375,1,0
1376,1,0
1377,1,0
1378,1,0
1379,1,0
1380,1,0
1381,1,0
1382,3,0
1383,3,0
1384,3,0
1385,3,0
1386,3,0
1387,3,0
1388,3,0
1389,3,0
1390,1,0
1391,1,0
1392,4,0
1393,4,0
1394,4,7
1395,4,7
1396,4,7
1397,4,7
1398,4,7
1399,1,0
1400,4,7
1401,4,0
1402,7,0
1403,1,0
1404,4,0
1405,4,0
1406,4,7
1407,7,0
1408,7,4
1409,7,4
1410,7,4
1411,4,0
1412,4,0
1413,4,0
1414,1,0
1415,3,0
1416,3,0
1417,1,0
1418,1,0
1419,1,0
1420,1,0
1421,1,0
1422,1,0
1423,1,0
1424,1,0
1425,3,0
1426,3,0
1427,3,0
1428,3,0
1429,3,0
1430,3,0
1431,1,0
1432,1,0
1433,1,0
1434,1,0
1435,1,0
1436,3,0
1437,3,0
1438,3,0
1439,3,0
1440,1,0
1441,1,0
1442,1,0
1443,1,0
1444,1,0
1445,1,0
1446,1,0
1447,1,0
1448,1,0
1449,1,0
1450,1,0
1451,1,0
1452,1,0
1453,1,0
1454,1,0
1455,3,0
1456,3,0
1457,3,0
1458,3,0
1459,3,0
1460,3,0
1461,3,0
1462,3,0
1463,1,0
1464,1,0
1465,1,0
1466,4,0
1467,4,0
1468,4,0
1469,4,0
1470,4,0
1471,4,0
1472,4,0
1473,1,0
1474,4,0
1475,1,0
1476,1,0
1477,1,0
1478,1,0
1479,1,0
1480,1,0
1481,1,0
1482,1,0
1483,1,0
1484,1,0
1485,1,0
1486,1,0
1487,1,0
1488,1,0
1489,1,0
1490,1,0
1491,1,0
1492,1,0
1493,1,0
1494,1,0
1495,1,0
1496,1,0
1497,4,0
1498,1,0
1499,4,3
1500,4,3
1501,4,0
1502,4,0
1503,4,0
1504,4,0
1505,1,0
1506,1,0
1507,1,0
1508,1,0
1509,1,0
1510,1,0
1511,1,0
1512,1,0
1513,1,0
1514,1,0
1515,1,0
1516,1,0
1517,3,0
1518,1,0
1519,1,0
1520,1,0
1521,3,0
1522,3,0
1523,3,0
1524,1,0
1525,1,0
1526,1,0
1527,1,0
1528,1,0
1529,1,0
1530,1,0
1531,1,0
1532,1,0
1533,1,0
1534,1,0
1535,1,0
1536,1,0
1537,1,0
1538,1,0
1539,1,0
1540,3,0
1541,3,0
1542,3,0
1543,3,0
1544,3,0
1545,3,0
1546,1,0
1547,1,0
1548,1,0
1549,3,0
1550,3,0
1551,3,0
1552,3,0
1553,3,0
1554,3,0
1555,1,0
1556,1,0
1557,3,0
1558,3,0
1559,3,0
1560,3,0
1561,3,2
1562,3,0
1563,1,0
1564,1,0
1565,1,0
1566,1,0
1567,1,0
1568,1,0
1569,1,0
1570,2,0
1571,1,0
1572,1,0
1573,1,0
1574,2,0
1575,2,0
1576,2,0
1577,2,0
1578,1,0
1579,2,0
1580,1,0
1581,2,0
1582,2,0
1583,2,0
1584,2,0
1585,2,0
1586,2,0
1587,2,0
1588,2,0
1589,1,0
1590,1,0
1591,1,0
1592,1,0
1593,3,0
1594,3,0
1595,3,0
1596,3,0
1597,3,0
1598,3,0
1599,3,0
1600,3,0
1601,1,0
1602,3,0
1603,1,0
1604,3,0
1605,3,0
1606,3,0
1607,3,0
1608,3,0
1609,1,0
1610,1,0
1611,1,0
1612,1,0
1613,1,0
1614,1,0
1615,1,0
1616,1,0
1617,1,0
1618,1,0
1619,1,0
1620,1,0
1621,1,0
1622,3,0
1623,3,0
1624,3,0
1625,3,0
1626,3,0
1627,3,0
1628,3,0
1629,1,0
1630,1,0
1631,1,0
1632,4,0
1633,4,0
1634,4,0
1635,4,0
1636,4,0
1637,4,0
1638,4,0
1639,4,0
1640,4,0
1641,4,0
1642,4,0
1643,4,0
1644,4,0
1645,4,0
1646,4,0
1647,4,0
1648,4,0
1649,4,0
1650,1,0
1651,1,0
1652,1,0
1653,1,0
1654,8,0
1655,8,0
1656,8,0
1657,8,0
1658,8,0
1659,8,0
1660,8,0
1661,8,0
1662,8,0
1663,8,0
1664,8,0
1665,8,0
1666,8,0
1667,8,0
1668,1,0
1669,1,0
1670,1,0
1671,1,0
1672,1,0
1673,1,0
1674,3,0
1675,3,0
1676,3,0
1677,3,0
1678,3,0
1679,3,0
1680,3,0
1681,3,0
1682,1,0
1683,1,0
1684,1,0
1685,1,0
1686,1,0
1687,1,0
1688,8,0
1689,8,0
1690,8,0
1691,8,0
1692,8,0
1693,8,0
1694,8,0
1695,1,0
1696,1,0
1697,1,0
1698,1,0
1699,1,0
1700,1,0
1701,6,8
1702,6,8
1703,6,8
1704,6,0
1705,6,0
1706,6,0
1707,6,0
1708,6,0
1709,6,0
1710,6,0
1711,6,0
1712,6,0
1713,6,0
1714,1,0
1715,1,0
1716,1,0
1717,3,0
1718,3,0
1719,3,0
1720,3,0
1721,3,0
1722,8,0
1723,8,0
1724,8,0
1725,8,0
1726,8,0
1727,1,0
1728,1,0
1729,1,0
1730,1,0
1731,1,0
1732,1,0
1733,1,0
1734,1,0
1735,1,0
1736,1,0
1737,1,0
1738,1,0
1739,1,0
1740,6,0
1741,6,0
1742,6,0
1743,6,0
1744,6,0
1745,6,0
1746,6,0
1747,6,0
1748,6,0
1749,6,0
1750,6,0
1751,6,0
1752,6,0
1753,6,0
1754,1,0
1755,1,0
1756,1,0
1757,1,0
1758,1,0
1759,3,0
1760,3,0
1761,3,0
1762,3,0
1763,1,0
1764,1,0
1765,1,0
1766,1,0
1767,1,0
1768,1,0
1769,1,0
1770,1,0
1771,1,0
1772,1,0
1773,1,0
1774,1,0
1775,1,0
1776,1,0
1777,1,0
1778,1,0
1779,1,0
1780,1,0
1781,1,0
1782,6,0
1783,1,0
1784,6,0
1785,6,0
1786,6,0
1787,6,0
1788,6,0
1789,6,0
1790,6,0
1791,6,0
1792,6,0
1793,6,0
1794,6,0
1795,6,0
1796,6,0
1797,1,0
1798,1,0
1799,1,0
1800,1,0
1801,1,0
1802,1,0
1803,1,0
1804,1,0
1805,1,0
1806,3,0
1807,3,0
1808,3,0
1809,3,0
1810,3,0
1811,3,0
1812,3,0
1813,3,0
1814,3,0
1815,3,0
1816,3,0
1817,1,0
1818,1,0
1819,1,0
1820,1,0
1821,7,0
1822,7,0
1823,7,0
1824,1,0
1825,4,0
1826,4,0
1827,1,0
1828,1,0
1829,1,0
1830,1,0
1831,1,0
1832,1,0
1833,4,0
1834,4,0
1835,4,0
1836,4,0
1837,4,0
1838,1,0
1839,1,0
1840,1,0
1841,1,0
1842,1,0
1843,1,0
1844,1,0
1845,1,0
1846,1,0
1847,1,0
1848,1,0
1849,1,0
1850,1,0
1851,3,0
1852,3,0
1853,3,0
1854,3,0
1855,3,0
1856,3,0
1857,3,0
1858,3,0
1859,3,0
1860,1,0
1861,1,0
1862,1,0
1863,1,0
1864,1,0
1865,8,0
1866,8,3
1867,8,3
1868,8,3
1869,8,3
1870,8,3
1871,8,3
1872,8,3
1873,8,3
1874,8,3
1875,8,3
1876,8,3
1877,8,3
1878,8,3
1879,3,0
1880,3,0
1881,3,0
1882,3,0
1883,3,0
1884,1,0
1885,1,0
1886,1,0
1887,1,0
1888,8,0
1889,8,0
1890,8,0
1891,1,0
1892,1,0
1893,6,0
1894,6,0
1895,6,0
1896,6,0
1897,6,0
1898,6,0
1899,1,0
1900,1,0
1901,6,0
1902,6,0
1903,8,0
1904,8,0
1905,1,0
1906,8,0
1907,8,0
1908,8,0
1909,8,0
1910,8,0
1911,8,0
1912,8,0
1913,8,0
1914,8,0
1915,8,0
1916,1,0
1917,1,0
1918,1,0
1919,1,0
1920,1,0
1921,1,0
1922,1,0
1923,1,0
1924,1,0
1925,6,0
1926,6,0
1927,6,0
1928,6,0
1929,6,0
1930,6,0
1931,6,0
1932,6,0
1933,6,0
1934,6,0
1935,6,0
1936,6,0
1937,8,0
1938,1,0
1939,1,0
1940,8,0
1941,8,0
1942,8,0
1943,8,0
1944,1,0
1945,1,0
1946,1,0
1947,3,0
1948,3,0
1949,3,0
1950,1,0
1951,1,0
1952,1,0
1953,3,0
1954,3,0
1955,3,0
1956,3,0
1957,3,0
1958,3,0
1959,3,0
1960,1,0
1961,1,0
1962,1,0
1963,9,0
1964,9,5
1965,9,5
1966,9,0
1967,9,0
1968,9,0
1969,9,0
1970,9,0
1971,9,0
1972,9,0
1973,1,0
1974,1,0
1975,1,0
1976,1,0
1977,1,0
1978,1,0
1979,1,0
1980,1,0
1981,5,0
1982,5,0
1983,5,0
1984,5,0
1985,5,0
1986,5,0
1987,1,0
1988,1,0
1989,1,0
1990,1,0
1991,4,0
1992,4,0
1993,4,0
1994,4,0
1995,4,0
1996,4,0
1997,4,0
1998,4,0
1999,4,0
2000,4,0
2001,1,0
2002,9,0
2003,9,0
2004,9,0
2005,9,0
2006,9,0
2007,9,0
2008,3,0
2009,3,0
2010,3,0
2011,3,0
2012,3,9
2013,3,9
2014,3,9
2015,3,9
2016,9,0
2017,9,0
2018,9,0
2019,9,0
2020,9,0
2021,9,0
2022,9,0
2023,9,0
2024,1,0
2025,1,0
2026,1,0
2027,1,0
2028,1,0
2029,1,0
2030,1,0
2031,1,0
2032,1,0
2033,5,0
2034,1,0
2035,5,0
2036,5,0
2037,5,0
2038,5,0
2039,5,0
2040,5,0
2041,1,0
2042,1,0
2043,1,0
2044,1,0
2045,1,0
2046,4,0
2047,4,0
2048,4,0
2049,4,9
2050,4,9
2051,4,9
2052,9,0
2053,9,0
2054,9,0
2055,9,0
2056,9,0
2057,9,0
2058,3,0
2059,3,0
2060,3,0
2061,3,0
2062,3,0
2063,3,0
2064,3,0
2065,1,0
2066,1,0
2067,1,0
2068,1,0
2069,1,0
2070,2,8
2071,2,8
2072,2,8
2073,2,0
2074,1,0
2075,1,0
2076,1,0
2077,1,0
2078,1,0
2079,1,0
2080,1,0
2081,1,0
2082,1,0
2083,1,0
2084,1,0
2085,1,0
2086,1,0
2087,1,0
2088,1,0
2089,1,0
2090,1,0
2091,1,0
2092,1,0
2093,1,0
2094,1,0
2095,1,0
2096,1,0
2097,1,0
2098,1,0
2099,1,0
2100,2,0
2101,2,0
2102,2,0
2103,2,0
2104,2,0
2105,2,0
2106,2,0
2107,2,0
2108,2,0
2109,2,0
2110,2,0
2111,2,0
2112,2,0
2113,1,0
2114,1,0
2115,1,0
2116,8,0
2117,8,0
2118,8,0
2119,8,0
2120,8,0
2121,1,0
2122,1,0
2123,1,0
2124,1,0
2125,1,0
2126,1,0
2127,3,0
2128,3,0
2129,3,0
2130,3,0
2131,1,0
2132,1,0
2133,1,0
2134,1,0
2135,1,0
2136,1,0
2137,1,0
2138,1,0
